id,project_reference,identifier,version,created_on,category_id,active
1759,1039,18121,4,2019-05-04,1,false
1760,1954,18121,5,2019-05-04,3,false
1761,1434,18121,6,2019-05-04,3,false
1762,1954,18121,7,2019-05-04,3,true
1763,1128,14798,1,2019-05-04,3,false
1764,1960,14798,2,2019-05-04,2,false
1765,1674,14798,3,2019-05-04,4,false
1766,1317,14798,4,2019-05-04,4,false
1767,1034,14798,5,2019-05-04,1,false
1768,1954,14798,6,2019-05-04,4,false
1769,1434,14798,7,2019-05-04,1,false
1770,1250,14798,8,2019-05-04,3,true
1771,1667,19653,1,2019-05-04,4,false
1772,1317,19653,2,2019-05-04,1,false
1773,1434,19653,3,2019-05-04,3,false
1774,1902,19653,4,2019-05-04,1,false
1775,1902,19653,5,2019-05-04,3,false
1776,1667,19653,6,2019-05-04,3,false
1777,1128,19653,7,2019-05-04,1,true
1778,1128,17328,1,2019-05-04,3,false
1779,1960,17328,2,2019-05-04,1,false
1780,1434,17328,3,2019-05-04,3,false
1781,1317,17328,4,2019-05-04,1,false
1782,1434,17328,5,2019-05-04,2,false
1783,1399,17328,6,2019-05-04,3,false
1784,1796,17328,7,2019-05-04,3,false
1785,1809,17328,8,2019-05-04,3,false
1786,1399,17328,9,2019-05-04,1,true
1787,1128,14373,1,2019-05-04,2,false
1788,1667,14373,2,2019-05-04,1,false
1789,1755,14373,3,2019-05-04,3,false
1790,1039,14373,4,2019-05-04,1,false
1791,1039,14373,5,2019-05-04,4,true
1792,1250,17287,1,2019-05-04,1,false
1793,1960,17287,2,2019-05-04,3,false
1794,1809,17287,3,2019-05-04,2,false
1795,1250,17287,4,2019-05-04,3,true
1796,1701,14020,1,2019-05-04,2,false
1797,1796,14020,2,2019-05-04,2,false
1798,1039,14020,3,2019-05-04,1,false
1799,1902,14020,4,2019-05-04,1,false
1800,1960,14020,5,2019-05-04,4,false
1801,1954,14020,6,2019-05-04,3,false
1802,1809,14020,7,2019-05-04,1,true
1803,1596,11758,1,2019-05-04,1,false
1804,1701,11758,2,2019-05-04,4,false
1805,1317,11758,3,2019-05-04,2,false
1806,1399,11758,4,2019-05-04,4,false
1807,1039,11758,5,2019-05-04,3,false
1808,1039,11758,6,2019-05-04,1,false
1809,1250,11758,7,2019-05-04,4,false
1810,1434,11758,8,2019-05-04,3,true
1811,1690,16795,1,2019-05-04,2,false
1812,1809,16795,2,2019-05-04,4,false
1813,1796,16795,3,2019-05-04,3,false
1814,1902,16795,4,2019-05-04,2,false
1815,1809,16795,5,2019-05-04,1,false
1816,1070,16795,6,2019-05-04,4,false
1817,1034,16795,7,2019-05-04,2,false
1818,1667,16795,8,2019-05-04,3,false
1819,1902,16795,9,2019-05-04,3,true
1820,1250,10920,1,2019-05-04,3,false
1821,1674,10920,2,2019-05-04,2,false
1822,1859,10920,3,2019-05-04,2,false
1823,1674,10920,4,2019-05-04,1,false
1824,1463,10920,5,2019-05-04,1,false
1825,1809,10920,6,2019-05-04,1,true
1826,1927,13896,1,2019-05-04,1,false
1827,1317,13896,2,2019-05-04,1,false
1828,1317,13896,3,2019-05-04,4,false
1829,1755,13896,4,2019-05-04,4,false
1830,1809,13896,5,2019-05-04,4,true
1831,1755,15726,1,2019-05-04,4,false
1832,1674,15726,2,2019-05-04,4,false
1833,1434,15726,3,2019-05-04,4,true
1834,1667,15717,1,2019-05-04,4,false
1835,1954,15717,2,2019-05-04,2,false
1836,1295,15717,3,2019-05-04,2,false
1837,1960,15717,4,2019-05-04,3,false
1838,1434,15717,5,2019-05-04,3,false
1839,1399,15717,6,2019-05-04,3,true
1840,1902,17067,1,2019-05-04,4,false
1841,1960,17067,2,2019-05-04,1,false
1842,1463,17067,3,2019-05-04,4,false
1843,1927,17067,4,2019-05-04,1,false
1844,1596,17067,5,2019-05-04,3,false
1845,1463,17067,6,2019-05-04,2,false
1846,1399,17067,7,2019-05-04,1,false
1847,1701,17067,8,2019-05-04,3,false
1848,1667,17067,9,2019-05-04,1,true
1849,1902,18043,1,2019-05-04,3,false
1850,1596,18043,2,2019-05-04,2,false
1851,1034,18043,3,2019-05-04,3,false
1852,1809,18043,4,2019-05-04,2,true
1853,1960,12757,1,2019-05-04,1,false
1854,1667,12757,2,2019-05-04,4,false
1855,1317,12757,3,2019-05-04,4,false
1856,1317,12757,4,2019-05-04,4,false
1857,1674,12757,5,2019-05-04,1,false
1858,1859,12757,6,2019-05-04,3,false
1859,1295,12757,7,2019-05-04,4,true
1860,1755,11249,1,2019-05-04,2,false
1861,1960,11249,2,2019-05-04,2,false
1862,1034,11249,3,2019-05-04,2,false
1863,1902,11249,4,2019-05-04,1,true
1864,1902,19453,1,2019-05-04,2,false
1865,1954,19453,2,2019-05-04,4,false
1866,1317,19453,3,2019-05-04,1,true
1867,1596,10167,1,2019-05-04,3,false
1868,1434,10167,2,2019-05-04,4,false
1869,1690,10167,3,2019-05-04,3,false
1870,1399,10167,4,2019-05-04,1,false
1871,1596,10167,5,2019-05-04,4,true
1872,1399,13366,1,2019-05-04,3,false
1873,1403,13366,2,2019-05-04,4,false
1874,1128,13366,3,2019-05-04,1,true
1875,1250,18471,1,2019-05-04,4,false
1876,1399,18471,2,2019-05-04,3,false
1877,1667,18471,3,2019-05-04,2,false
1878,1399,18471,4,2019-05-04,3,false
1879,1789,18471,5,2019-05-04,3,false
1880,1596,18471,6,2019-05-04,4,true
1881,1399,12950,1,2019-05-04,2,false
1882,1809,12950,2,2019-05-04,4,false
1883,1789,12950,3,2019-05-04,4,false
1884,1295,12950,4,2019-05-04,4,true
1885,1902,14830,1,2019-05-04,1,false
1886,1690,14830,2,2019-05-04,2,false
1887,1960,14830,3,2019-05-04,1,false
1888,1960,14830,4,2019-05-04,4,false
1889,1317,14830,5,2019-05-04,1,false
1890,1463,14830,6,2019-05-04,2,false
1891,1034,14830,7,2019-05-04,4,false
1892,1295,14830,8,2019-05-04,3,false
1893,1434,14830,9,2019-05-04,4,true
1894,1927,14679,1,2019-05-04,4,false
1895,1070,14679,2,2019-05-04,4,false
1896,1796,14679,3,2019-05-04,3,true
1897,1809,15952,1,2019-05-04,3,false
1898,1596,15952,2,2019-05-04,1,false
1899,1954,15952,3,2019-05-04,4,false
1900,1789,15952,4,2019-05-04,2,false
1901,1034,15952,5,2019-05-04,3,false
1902,1667,15952,6,2019-05-04,3,false
1903,1960,15952,7,2019-05-04,2,false
1904,1250,15952,8,2019-05-04,2,true
1905,1399,18513,1,2019-05-04,4,false
1906,1796,18513,2,2019-05-04,2,false
1907,1250,18513,3,2019-05-04,4,false
1908,1317,18513,4,2019-05-04,3,false
1909,1434,18513,5,2019-05-04,4,false
1910,1701,18513,6,2019-05-04,3,false
1911,1667,18513,7,2019-05-04,3,false
1912,1463,18513,8,2019-05-04,1,false
1913,1070,18513,9,2019-05-04,2,true
1914,1250,10221,1,2019-05-04,2,false
1915,1317,10221,2,2019-05-04,4,false
1916,1295,10221,3,2019-05-04,3,false
1917,1859,10221,4,2019-05-04,4,false
1918,1927,10221,5,2019-05-04,1,false
1919,1960,10221,6,2019-05-04,4,true
1920,1927,16946,1,2019-05-04,1,false
1921,1789,16946,2,2019-05-04,2,false
1922,1796,16946,3,2019-05-04,4,false
1923,1250,16946,4,2019-05-04,3,false
1924,1690,16946,5,2019-05-04,2,true
1925,1463,11580,1,2019-05-04,2,false
1926,1403,11580,2,2019-05-04,4,false
1927,1463,11580,3,2019-05-04,4,false
1928,1960,11580,4,2019-05-04,3,false
1929,1128,11580,5,2019-05-04,4,false
1930,1128,11580,6,2019-05-04,3,true
1931,1317,18875,1,2019-05-04,4,false
1932,1596,18875,2,2019-05-04,3,false
1933,1403,18875,3,2019-05-04,2,false
1934,1403,18875,4,2019-05-04,3,true
1935,1034,15317,1,2019-05-04,1,false
1936,1295,15317,2,2019-05-04,4,false
1937,1690,15317,3,2019-05-04,4,true
1938,1317,11740,1,2019-05-04,1,false
1939,1954,11740,2,2019-05-04,2,false
1940,1796,11740,3,2019-05-04,4,false
1941,1674,11740,4,2019-05-04,1,false
1942,1295,11740,5,2019-05-04,3,false
1943,1039,11740,6,2019-05-04,2,false
1944,1034,11740,7,2019-05-04,1,false
1945,1927,11740,8,2019-05-04,3,true
1946,1403,18921,1,2019-05-04,3,false
1947,1403,18921,2,2019-05-04,2,false
1948,1674,18921,3,2019-05-04,2,false
1949,1596,18921,4,2019-05-04,2,true
1950,1403,12639,1,2019-05-04,3,false
1951,1250,12639,2,2019-05-04,1,false
1952,1796,12639,3,2019-05-04,3,false
1953,1434,12639,4,2019-05-04,4,true
1954,1690,13954,1,2019-05-04,2,false
1955,1674,13954,2,2019-05-04,1,false
1956,1463,13954,3,2019-05-04,1,false
1957,1596,13954,4,2019-05-04,4,false
1958,1859,13954,5,2019-05-04,1,false
1959,1690,13954,6,2019-05-04,4,false
1960,1434,13954,7,2019-05-04,1,false
1961,1927,13954,8,2019-05-04,3,false
1962,1701,13954,9,2019-05-04,3,true
1963,1128,13954,10,2019-05-04,1,false
1964,1070,13184,1,2019-05-04,2,false
1965,1463,13184,2,2019-05-04,4,false
1966,1927,13184,3,2019-05-04,1,false
1967,1796,13184,4,2019-05-04,3,false
1968,1789,13184,5,2019-05-04,4,false
1969,1596,13184,6,2019-05-04,3,false
1970,1902,13184,7,2019-05-04,1,false
1971,1960,13184,8,2019-05-04,1,false
1972,1789,13184,9,2019-05-04,3,true
1973,1034,13184,10,2019-05-04,4,false
1974,1434,19480,1,2019-05-04,1,false
1975,1128,19480,2,2019-05-04,4,false
1976,1070,19480,3,2019-05-04,3,false
1977,1809,19480,4,2019-05-04,2,false
1978,1128,19480,5,2019-05-04,1,false
1979,1034,19480,6,2019-05-04,4,false
1980,1295,19480,7,2019-05-04,3,false
1981,1701,19480,8,2019-05-04,4,false
1982,1399,19480,9,2019-05-04,1,true
1983,1701,19480,10,2019-05-04,1,false
1984,1674,12957,1,2019-05-04,3,false
1985,1596,12957,2,2019-05-04,3,false
1986,1796,12957,3,2019-05-04,1,false
1987,1789,12957,4,2019-05-11,3,false
1988,1403,12957,5,2019-05-11,2,false
1989,1674,12957,6,2019-05-11,4,false
1990,1796,12957,7,2019-05-11,2,true
1991,1039,10402,1,2019-05-11,3,false
1992,1070,10402,2,2019-05-11,4,false
1993,1403,10402,3,2019-05-11,3,false
1994,1596,10402,4,2019-05-11,3,false
1995,1403,10402,5,2019-05-11,3,true
1996,1034,11666,1,2019-05-11,1,false
1997,1596,11666,2,2019-05-11,3,false
1998,1902,11666,3,2019-05-11,4,false
1999,1667,11666,4,2019-05-11,1,false
2000,1954,11666,5,2019-05-11,2,false
2001,1755,11666,6,2019-05-11,1,false
2002,1809,11666,7,2019-05-11,3,false
2003,1809,11666,8,2019-05-11,4,false
2004,1317,11666,9,2019-05-11,1,true
2005,1128,19342,1,2019-05-11,1,false
2006,1399,19342,2,2019-05-11,1,false
2007,1317,19342,3,2019-05-11,4,false
2008,1399,19342,4,2019-05-11,2,false
2009,1399,19342,5,2019-05-11,2,false
2010,1927,19342,6,2019-05-11,2,false
2011,1403,19342,7,2019-05-11,2,true
2012,1434,11116,1,2019-05-11,4,false
2013,1701,11116,2,2019-05-11,4,false
2014,1317,11116,3,2019-05-11,1,false
2015,1463,11116,4,2019-05-11,4,false
2016,1034,11116,5,2019-05-11,3,false
2017,1954,11116,6,2019-05-11,1,false
2018,1463,11116,7,2019-05-11,3,false
2019,1701,11116,8,2019-05-11,2,true
2020,1960,13328,1,2019-05-11,1,false
2021,1399,13328,2,2019-05-11,4,false
2022,1796,13328,3,2019-05-11,4,false
2023,1434,13328,4,2019-05-11,2,false
2024,1317,13328,5,2019-05-11,1,false
2025,1859,13328,6,2019-05-11,2,true
2026,1295,16739,1,2019-05-11,2,false
2027,1690,16739,2,2019-05-11,1,false
2028,1463,16739,3,2019-05-11,4,false
2029,1690,16739,4,2019-05-11,4,false
2030,1039,16739,5,2019-05-11,1,false
2031,1690,16739,6,2019-05-11,3,true
2032,1701,17360,1,2019-05-11,4,false
2033,1954,17360,2,2019-05-11,4,false
2034,1859,17360,3,2019-05-11,3,false
2035,1434,17360,4,2019-05-11,4,false
2036,1434,17360,5,2019-05-11,2,false
2037,1960,17360,6,2019-05-11,4,true
2038,1250,18361,1,2019-05-11,1,false
2039,1755,18361,2,2019-05-11,4,false
2040,1954,18361,3,2019-05-11,1,false
2041,1667,18361,4,2019-05-11,1,false
2042,1403,18361,5,2019-05-11,4,false
2043,1070,18361,6,2019-05-11,2,false
2044,1809,18361,7,2019-05-11,1,true
2045,1070,15466,1,2019-05-11,3,false
2046,1859,15466,2,2019-05-11,4,false
2047,1250,15466,3,2019-05-11,3,true
2048,1859,13234,1,2019-05-11,3,false
2049,1789,13234,2,2019-05-11,4,false
2050,1796,13234,3,2019-05-11,4,false
2051,1796,13234,4,2019-05-11,3,false
2052,1317,13234,5,2019-05-11,3,false
2053,1250,13234,6,2019-05-11,2,true
2054,1667,19507,1,2019-05-11,2,false
2055,1927,19507,2,2019-05-11,2,false
2056,1859,19507,3,2019-05-11,4,false
2057,1927,19507,4,2019-05-11,3,false
2058,1690,19507,5,2019-05-11,3,false
2059,1399,19507,6,2019-05-11,4,false
2060,1399,19507,7,2019-05-11,3,false
2061,1927,19507,8,2019-05-11,4,false
2062,1399,19507,9,2019-05-11,1,true
2063,1434,19024,1,2019-05-11,2,false
2064,1902,19024,2,2019-05-11,4,false
2065,1434,19024,3,2019-05-11,4,false
2066,1596,19024,4,2019-05-11,4,false
2067,1434,19024,5,2019-05-11,3,false
2068,1434,19024,6,2019-05-11,3,true
2069,1927,11321,1,2019-05-11,4,false
2070,1755,11321,2,2019-05-11,3,false
2071,1954,11321,3,2019-05-11,3,false
2072,1690,11321,4,2019-05-11,1,false
2073,1295,11321,5,2019-05-11,2,true
2074,1690,18736,1,2019-05-11,4,false
2075,1859,18736,2,2019-05-11,4,false
2076,1403,18736,3,2019-05-11,2,false
2077,1039,18736,4,2019-05-11,4,false
2078,1690,18736,5,2019-05-11,3,false
2079,1701,18736,6,2019-05-11,2,true
2080,1701,18461,1,2019-05-11,1,false
2081,1295,18461,2,2019-05-11,4,false
2082,1690,18461,3,2019-05-11,2,false
2083,1403,18461,4,2019-05-11,1,true
2084,1034,12807,1,2019-05-11,2,false
2085,1701,12807,2,2019-05-11,4,false
2086,1674,12807,3,2019-05-11,4,false
2087,1859,12807,4,2019-05-11,2,false
2088,1250,12807,5,2019-05-11,2,false
2089,1317,12807,6,2019-05-11,1,false
2090,1755,12807,7,2019-05-11,4,false
2091,1927,12807,8,2019-05-11,2,false
2092,1070,12807,9,2019-05-11,4,true
2093,1034,12807,10,2019-05-11,2,false
2094,1250,15003,1,2019-05-11,1,false
2095,1755,15003,2,2019-05-11,4,false
2096,1789,15003,3,2019-05-11,3,false
2097,1070,15003,4,2019-05-11,3,true
2098,1295,18044,1,2019-05-11,1,false
2099,1463,18044,2,2019-05-11,2,false
2100,1039,18044,3,2019-05-11,3,false
2101,1463,18044,4,2019-05-11,1,false
2102,1463,18044,5,2019-05-11,2,true
2103,1128,11349,1,2019-05-11,1,false
2104,1954,11349,2,2019-05-11,3,false
2105,1902,11349,3,2019-05-11,3,true
2106,1902,15047,1,2019-05-11,2,false
2107,1070,15047,2,2019-05-11,3,false
2108,1701,15047,3,2019-05-11,1,true
2109,1701,16306,1,2019-05-11,1,false
2110,1034,16306,2,2019-05-11,1,false
2111,1796,16306,3,2019-05-11,1,false
2112,1070,16306,4,2019-05-11,4,false
2113,1927,16306,5,2019-05-11,2,true
2114,1809,17414,1,2019-05-11,4,false
2115,1250,17414,2,2019-05-11,3,false
2116,1295,17414,3,2019-05-11,4,false
2117,1250,17414,4,2019-05-11,4,false
2118,1399,17414,5,2019-05-11,1,false
2119,1789,17414,6,2019-05-11,4,true
2120,1250,16645,1,2019-05-11,4,false
2121,1070,16645,2,2019-05-11,4,false
2122,1701,16645,3,2019-05-11,2,false
2123,1463,16645,4,2019-05-11,2,false
2124,1902,16645,5,2019-05-11,3,false
2125,1859,16645,6,2019-05-11,1,false
2126,1403,16645,7,2019-05-11,2,false
2127,1034,16645,8,2019-05-11,1,true
2128,1463,11932,1,2019-05-11,2,false
2129,1399,11932,2,2019-05-11,4,false
2130,1755,11932,3,2019-05-11,4,false
2131,1927,11932,4,2019-05-11,4,false
2132,1403,11932,5,2019-05-11,2,false
2133,1039,11932,6,2019-05-11,4,false
2134,1250,11932,7,2019-05-11,3,false
2135,1039,11932,8,2019-05-11,1,false
2136,1399,11932,9,2019-05-11,3,true
2137,1667,13456,1,2019-05-11,1,false
2138,1596,13456,2,2019-05-11,2,false
2139,1295,13456,3,2019-05-11,1,false
2140,1667,13456,4,2019-05-11,2,true
2141,1250,13507,1,2019-05-11,4,false
2142,1809,13507,2,2019-05-11,2,false
2143,1902,13507,3,2019-05-11,2,false
2144,1809,13507,4,2019-05-11,3,false
2145,1250,13507,5,2019-05-11,2,false
2146,1960,13507,6,2019-05-11,4,false
2147,1295,13507,7,2019-05-11,2,false
2148,1403,13507,8,2019-05-11,2,true
2149,1690,16172,1,2019-05-11,4,false
2150,1954,16172,2,2019-05-11,4,false
2151,1902,16172,3,2019-05-11,2,false
2152,1250,16172,4,2019-05-11,3,false
2153,1927,16172,5,2019-05-11,4,true
2154,1463,15400,1,2019-05-11,2,false
2155,1701,15400,2,2019-05-11,2,false
2156,1250,15400,3,2019-05-11,1,false
2157,1034,15400,4,2019-05-11,1,false
2158,1954,15400,5,2019-05-11,2,false
2159,1596,15400,6,2019-05-11,4,false
2160,1463,15400,7,2019-05-11,3,false
2161,1128,15400,8,2019-05-11,2,false
2162,1859,15400,9,2019-05-11,4,true
2163,1690,15400,10,2019-05-11,2,false
2164,1596,16860,1,2019-05-11,4,false
2165,1674,16860,2,2019-05-11,2,false
2166,1954,16860,3,2019-05-11,4,true
2167,1434,14485,1,2019-05-11,3,false
2168,1434,14485,2,2019-05-11,2,false
2169,1070,14485,3,2019-05-11,2,false
2170,1128,14485,4,2019-05-11,2,false
2171,1796,14485,5,2019-05-11,3,false
2172,1250,14485,6,2019-05-11,4,false
2173,1128,14485,7,2019-05-11,2,false
2174,1317,14485,8,2019-05-11,2,false
2175,1295,14485,9,2019-05-11,2,true
2176,1859,19554,1,2019-05-11,3,false
2177,1902,19554,2,2019-05-11,1,false
2178,1399,19554,3,2019-05-11,4,false
2179,1674,19554,4,2019-05-11,2,false
2180,1463,19554,5,2019-05-11,1,true
2181,1902,16062,1,2019-05-11,4,false
2182,1902,16062,2,2019-05-11,4,false
2183,1690,16062,3,2019-05-11,4,true
2184,1690,17898,1,2019-05-11,3,false
2185,1674,17898,2,2019-05-11,1,false
2186,1789,17898,3,2019-05-11,3,false
2187,1960,17898,4,2019-05-11,4,false
2188,1434,17898,5,2019-05-11,3,false
2189,1902,17898,6,2019-05-11,1,false
2190,1674,17898,7,2019-05-11,2,false
2191,1796,17898,8,2019-05-11,2,false
2192,1927,17898,9,2019-05-11,2,true
2193,1789,12731,1,2019-05-11,3,false
2194,1403,12731,2,2019-05-11,2,false
2195,1039,12731,3,2019-05-11,2,false
2196,1796,12731,4,2019-05-11,3,false
2197,1317,12731,5,2019-05-11,3,false
2198,1960,12731,6,2019-05-11,4,false
2199,1902,12731,7,2019-05-11,2,true
2200,1070,18491,1,2019-05-11,2,false
2201,1789,18491,2,2019-05-11,1,false
2202,1039,18491,3,2019-05-11,1,false
2203,1034,18491,4,2019-05-11,2,false
2204,1796,18491,5,2019-05-11,3,false
2205,1954,18491,6,2019-05-11,1,false
2206,1690,18491,7,2019-05-11,1,false
2207,1128,18491,8,2019-05-11,3,false
2208,1809,18491,9,2019-05-11,4,true
2209,1796,18491,10,2019-05-11,2,false
2210,1796,14377,1,2019-05-11,2,false
2211,1755,14377,2,2019-05-11,4,false
2212,1960,14377,3,2019-05-11,1,false
2213,1434,14377,4,2019-05-11,1,false
2214,1128,14377,5,2019-05-11,3,true
2215,1434,12095,1,2019-05-11,4,false
2216,1690,12095,2,2019-05-11,3,false
2217,1927,12095,3,2019-05-11,1,false
2218,1295,12095,4,2019-05-11,3,false
2219,1902,12095,5,2019-05-11,1,false
2220,1701,12095,6,2019-05-11,4,false
2221,1674,12095,7,2019-05-11,1,false
2222,1070,12095,8,2019-05-11,3,false
2223,1667,12095,9,2019-05-11,1,true
2224,1434,10299,1,2019-05-11,3,false
2225,1434,10299,2,2019-05-11,2,false
2226,1034,10299,3,2019-05-11,3,false
2227,1596,10299,4,2019-05-11,4,false
2228,1463,10299,5,2019-05-11,3,false
2229,1317,10299,6,2019-05-11,3,false
2230,1954,10299,7,2019-05-11,4,false
2231,1317,10299,8,2019-05-11,4,false
2232,1927,10299,9,2019-05-11,3,true
2233,1954,15634,1,2019-05-11,1,false
2234,1403,15634,2,2019-05-11,4,false
2235,1399,15634,3,2019-05-11,1,false
2236,1034,15634,4,2019-05-11,4,false
2237,1070,15634,5,2019-05-11,1,false
2238,1399,15634,6,2019-05-11,2,false
2239,1674,15634,7,2019-05-11,4,true
2240,1690,16730,1,2019-05-11,3,false
2241,1690,16730,2,2019-05-11,4,false
2242,1674,16730,3,2019-05-11,2,false
2243,1667,16730,4,2019-05-11,3,false
2244,1434,16730,5,2019-05-11,1,false
2245,1250,16730,6,2019-05-11,3,false
2246,1809,16730,7,2019-05-11,4,false
2247,1809,16730,8,2019-05-11,1,false
2248,1399,16730,9,2019-05-11,2,true
2249,1596,12369,1,2019-05-11,1,false
2250,1954,12369,2,2019-05-11,3,false
2251,1690,12369,3,2019-05-11,1,false
2252,1954,12369,4,2019-05-11,3,true
2253,1039,15803,1,2019-05-11,3,false
2254,1690,15803,2,2019-05-11,3,false
2255,1128,15803,3,2019-05-11,4,false
2256,1399,15803,4,2019-05-11,3,false
2257,1789,15803,5,2019-05-11,1,false
2258,1463,15803,6,2019-05-11,4,false
2259,1250,15803,7,2019-05-11,4,true
2260,1034,13666,1,2019-05-11,1,false
2261,1250,13666,2,2019-05-11,2,false
2262,1809,13666,3,2019-05-11,3,false
2263,1755,13666,4,2019-05-11,1,false
2264,1809,13666,5,2019-05-11,3,false
2265,1399,13666,6,2019-05-11,1,true
2266,1796,10583,1,2019-05-11,4,false
2267,1317,10583,2,2019-05-11,3,false
2268,1789,10583,3,2019-05-11,1,true
2269,1690,11312,1,2019-05-11,2,false
2270,1128,11312,2,2019-05-11,3,false
2271,1399,11312,3,2019-05-11,1,false
2272,1399,11312,4,2019-05-11,3,false
2273,1034,11312,5,2019-05-11,4,false
2274,1674,11312,6,2019-05-11,2,false
2275,1789,11312,7,2019-05-11,1,false
2276,1128,11312,8,2019-05-11,2,false
2277,1596,11312,9,2019-05-11,4,true
2278,1399,11312,10,2019-05-11,3,false
2279,1317,14601,1,2019-05-11,2,false
2280,1859,14601,2,2019-05-11,3,false
2281,1701,14601,3,2019-05-11,4,true
2282,1755,19809,1,2019-05-11,1,false
2283,1434,19809,2,2019-05-11,3,false
2284,1701,19809,3,2019-05-11,2,false
2285,1667,19809,4,2019-05-11,3,false
2286,1789,19809,5,2019-05-18,2,false
2287,1927,19809,6,2019-05-18,4,false
2288,1034,19809,7,2019-05-18,4,false
2289,1701,19809,8,2019-05-18,1,false
2290,1295,19809,9,2019-05-18,4,true
2291,1859,19809,10,2019-05-18,4,false
2292,1128,10558,1,2019-05-18,2,false
2293,1399,10558,2,2019-05-18,3,false
2294,1403,10558,3,2019-05-18,3,false
2295,1295,10558,4,2019-05-18,1,true
2296,1902,15359,1,2019-05-18,2,false
2297,1789,15359,2,2019-05-18,1,false
2298,1809,15359,3,2019-05-18,1,false
2299,1295,15359,4,2019-05-18,3,false
2300,1755,15359,5,2019-05-18,3,false
2301,1701,15359,6,2019-05-18,2,true
2302,1789,19766,1,2019-05-18,1,false
2303,1128,19766,2,2019-05-18,2,false
2304,1755,19766,3,2019-05-18,4,false
2305,1902,19766,4,2019-05-18,4,false
2306,1317,19766,5,2019-05-18,3,false
2307,1809,19766,6,2019-05-18,2,false
2308,1674,19766,7,2019-05-18,4,false
2309,1667,19766,8,2019-05-18,4,false
2310,1796,19766,9,2019-05-18,2,true
2311,1250,19766,10,2019-05-18,4,false
2312,1755,11375,1,2019-05-18,4,false
2313,1463,11375,2,2019-05-18,1,false
2314,1667,11375,3,2019-05-18,3,false
2315,1399,11375,4,2019-05-18,4,false
2316,1809,11375,5,2019-05-18,4,false
2317,1927,11375,6,2019-05-18,4,false
2318,1295,11375,7,2019-05-18,2,false
2319,1034,11375,8,2019-05-18,4,true
2320,1403,16859,1,2019-05-18,2,false
2321,1317,16859,2,2019-05-18,1,false
2322,1250,16859,3,2019-05-18,3,false
2323,1403,16859,4,2019-05-18,1,true
2324,1434,15688,1,2019-05-18,3,false
2325,1902,15688,2,2019-05-18,2,false
2326,1295,15688,3,2019-05-18,4,false
2327,1859,15688,4,2019-05-18,3,false
2328,1690,15688,5,2019-05-18,4,false
2329,1859,15688,6,2019-05-18,4,false
2330,1463,15688,7,2019-05-18,2,false
2331,1295,15688,8,2019-05-18,3,true
2332,1317,17199,1,2019-05-18,4,false
2333,1399,17199,2,2019-05-18,3,false
2334,1902,17199,3,2019-05-18,4,false
2335,1317,17199,4,2019-05-18,3,false
2336,1789,17199,5,2019-05-18,1,false
2337,1128,17199,6,2019-05-18,4,false
2338,1596,17199,7,2019-05-18,1,true
2339,1399,15016,1,2019-05-18,1,false
2340,1317,15016,2,2019-05-18,1,false
2341,1927,15016,3,2019-05-18,1,false
2342,1954,15016,4,2019-05-18,3,false
2343,1859,15016,5,2019-05-18,2,false
2344,1128,15016,6,2019-05-18,3,false
2345,1403,15016,7,2019-05-18,2,true
2346,1667,10068,1,2019-05-18,4,false
2347,1128,10068,2,2019-05-18,3,false
2348,1039,10068,3,2019-05-18,4,false
2349,1317,10068,4,2019-05-18,1,false
2350,1755,10068,5,2019-05-18,4,false
2351,1317,10068,6,2019-05-18,3,false
2352,1039,10068,7,2019-05-18,2,false
2353,1902,10068,8,2019-05-18,2,true
2354,1690,16354,1,2019-05-18,1,false
2355,1463,16354,2,2019-05-18,2,false
2356,1403,16354,3,2019-05-18,4,false
2357,1434,16354,4,2019-05-18,2,false
2358,1034,16354,5,2019-05-18,2,false
2359,1701,16354,6,2019-05-18,1,false
2360,1034,16354,7,2019-05-18,4,true
2361,1755,15291,1,2019-05-18,1,false
2362,1954,15291,2,2019-05-18,1,false
2363,1960,15291,3,2019-05-18,2,true
2364,1295,13286,1,2019-05-18,2,false
2365,1039,13286,2,2019-05-18,1,false
2366,1755,13286,3,2019-05-18,3,false
2367,1295,13286,4,2019-05-18,1,true
2368,1927,17043,1,2019-05-18,3,false
2369,1039,17043,2,2019-05-18,4,false
2370,1463,17043,3,2019-05-18,2,false
2371,1960,17043,4,2019-05-18,4,false
2372,1034,17043,5,2019-05-18,1,false
2373,1128,17043,6,2019-05-18,3,true
2374,1399,13655,1,2019-05-18,4,false
2375,1859,13655,2,2019-05-18,4,false
2376,1596,13655,3,2019-05-18,2,false
2377,1674,13655,4,2019-05-18,1,false
2378,1690,13655,5,2019-05-18,1,false
2379,1796,13655,6,2019-05-18,3,false
2380,1596,13655,7,2019-05-18,4,true
2381,1690,17786,1,2019-05-18,3,false
2382,1809,17786,2,2019-05-18,2,false
2383,1039,17786,3,2019-05-18,1,false
2384,1317,17786,4,2019-05-18,4,false
2385,1403,17786,5,2019-05-18,3,false
2386,1796,17786,6,2019-05-18,3,false
2387,1434,17786,7,2019-05-18,1,false
2388,1859,17786,8,2019-05-18,1,true
2389,1859,19728,1,2019-05-18,2,false
2390,1596,19728,2,2019-05-18,2,false
2391,1399,19728,3,2019-05-18,1,false
2392,1034,19728,4,2019-05-18,3,false
2393,1128,19728,5,2019-05-18,3,false
